"Name","Type_","Period_","Measure_Code","Measure_Desc","UnitType","Curr","Value_"
Cochin Shipyard Ltd,Year,2026,OPREXP,Operating Expense,Currency,INR,43216.5
Cochin Shipyard Ltd,Year,2027,TAXPROV,Tax Provision,Currency,INR,3595.5
Cochin Shipyard Ltd,Year,2027,EPSREP,As Reported EPS,Currency,INR,39.9
Cochin Shipyard Ltd,Year,2027,PPROFITREP,Reported Pretax Profit,Currency,INR,14089.0
Cochin Shipyard Ltd,Year,2027,BVPS,Book Value Per Share,Currency,INR,254.9
Cochin Shipyard Ltd,Year,2027,MKTBLSEC,Cash & Mktbl. Sec.,Currency,INR,83673.0
Cochin Shipyard Ltd,Year,2027,OPREXP,Operating Expense,Currency,INR,52850.0
Cochin Shipyard Ltd,Year,2027,DPS,Dividend Per Share,Currency,INR,15.9
Cochin Shipyard Ltd,Year,2027,INTEXP,Interest Expense,Currency,INR,317.0
Cochin Shipyard Ltd,Year,2027,EBIT,EARNINGS BEFORE INTEREST AND TAXES,Currency,INR,12193.0
Cochin Shipyard Ltd,Year,2027,NPROFIT,Net Income,Currency,INR,10493.0
Cochin Shipyard Ltd,Year,2027,EBITDA,Earnings Before Interest Taxes and Depreciation & Amortization,Currency,INR,12362.0
Cochin Shipyard Ltd,Year,2027,PPROFIT,Pretax Profit,Currency,INR,14089.0
Cochin Shipyard Ltd,Year,2027,EPS,Earnings Per Share,Currency,INR,39.9
Cochin Shipyard Ltd,Year,2027,ROE,Return On Equity,Percentage,,16.45
Cochin Shipyard Ltd,Year,2027,CURRASSETS,Current Assets,Currency,INR,102443.0
Cochin Shipyard Ltd,Year,2027,REV,Sales,Currency,INR,65212.5
Cochin Shipyard Ltd,Year,2027,CURRLIAB,Current Liabilities,Currency,INR,93846.0
Cochin Shipyard Ltd,Year,2027,CAPEX,Capital Expenditures,Currency,INR,10428.0
Cochin Shipyard Ltd,Year,2027,TOTDIV,Total Dividends,Currency,INR,4642.0
Cochin Shipyard Ltd,Year,2027,SEQUITY,Shareholders Equity,Currency,INR,67058.5
Cochin Shipyard Ltd,Year,2027,NAV,Net Assets Value,Currency,INR,67058.5
Cochin Shipyard Ltd,Year,2027,FCF,Free Cash Flow,Currency,INR,5743.0
Cochin Shipyard Ltd,Year,2027,NPROFITREP,Reported Net Profit,Currency,INR,10493.0
Cochin Shipyard Ltd,Year,2027,CFFINANCE,Cash Flow from Financing,Currency,INR,-9902.0
Cochin Shipyard Ltd,Year,2027,CFINVEST,Cash Flow from Investing,Currency,INR,-6049.5
Cochin Shipyard Ltd,Year,2027,CFOPERAT,Cash Flow from Operations,Currency,INR,20279.0
Cochin Shipyard Ltd,Year,2027,DEPAMORT,Depreciation & Amortization,Currency,INR,2704.5
Cochin Shipyard Ltd,Year,2027,INVENTORY,Inventory,Currency,INR,9061.0
Cochin Shipyard Ltd,Year,2027,INCTAX,Income Taxes Paid,Currency,INR,3595.5
Cochin Shipyard Ltd,Year,2027,NOSHAREOUT,Number of Shares Outstanding,Shares,,263.1
Cochin Shipyard Ltd,Year,2027,NWC,Net Working Capital,Currency,INR,-49113.0
Cochin Shipyard Ltd,Year,2027,ROIC,Return on Invested Capital,Percentage,,-62.8
