"Name","Type_","Period_","Measure_Code","Measure_Desc","UnitType","Curr","Value_"
Steel Authority of India Ltd,Year,2026,ROA,Return on Assets,Percentage,,6.0
Steel Authority of India Ltd,Year,2026,EV,Enterprise Value,Currency,INR,805274.0125
Steel Authority of India Ltd,Year,2026,CFPS,Cash Flow Per Share,Currency,INR,22.665
Steel Authority of India Ltd,Year,2026,CFINVEST,Cash Flow from Investing,Currency,INR,-68417.5
Steel Authority of India Ltd,Year,2026,NAVPS,NAV per Share,Currency,INR,166.5
Steel Authority of India Ltd,Year,2026,TCOMPRATIO,Total Compensation Expense,Currency,INR,119145.0
Steel Authority of India Ltd,Year,2026,NDEBT,Net Debt,Currency,INR,281204.59475
Steel Authority of India Ltd,Year,2026,SEQUITY,Shareholders Equity,Currency,INR,637818.07692
Steel Authority of India Ltd,Year,2026,TA,Total Assets,Currency,INR,1334384.33333
Steel Authority of India Ltd,Year,2026,NPROFIT,Net Income,Currency,INR,44368.27167
Steel Authority of India Ltd,Year,2026,TBV,Tangible Book Value,Currency,INR,586683.491
Steel Authority of India Ltd,Year,2026,OPROFIT,Operating Profit,Currency,INR,80537.0
Steel Authority of India Ltd,Year,2026,EPSREP,As Reported EPS,Currency,INR,10.47824
Steel Authority of India Ltd,Year,2026,NAV,Net Assets Value,Currency,INR,609356.83333
Steel Authority of India Ltd,Year,2026,INTEXP,Interest Expense,Currency,INR,25721.0
Steel Authority of India Ltd,Year,2026,BVPS,Book Value Per Share,Currency,INR,146.14455
Steel Authority of India Ltd,Year,2026,OPREXP,Operating Expense,Currency,INR,1023399.5
Steel Authority of India Ltd,Year,2027,TOTDIV,Total Dividends,Currency,INR,21566.66667
Steel Authority of India Ltd,Year,2027,INTEXP,Interest Expense,Currency,INR,27936.33333
Steel Authority of India Ltd,Year,2027,TAXPROV,Tax Provision,Currency,INR,11102.33333
Steel Authority of India Ltd,Year,2027,NAV,Net Assets Value,Currency,INR,657494.33333
Steel Authority of India Ltd,Year,2027,GPM,Gross Margin (Gross Profit Margin),Percentage,,53.7
Steel Authority of India Ltd,Year,2027,EPSREP,As Reported EPS,Currency,INR,9.652
Steel Authority of India Ltd,Year,2027,TAXRATE,Tax Rate,Percentage,,20.0
Steel Authority of India Ltd,Year,2027,NDEBT,Net Debt,Currency,INR,288284.1045
Steel Authority of India Ltd,Year,2027,PPROFITREP,Reported Pretax Profit,Currency,INR,44109.66667
Steel Authority of India Ltd,Year,2027,NPROFIT,Net Income,Currency,INR,39883.319
Steel Authority of India Ltd,Year,2027,CURRASSETS,Current Assets,Currency,INR,484500.0
Steel Authority of India Ltd,Year,2027,PPROFIT,Pretax Profit,Currency,INR,47386.5935
Steel Authority of India Ltd,Year,2027,DPS,Dividend Per Share,Currency,INR,2.65
Steel Authority of India Ltd,Year,2027,SEQUITY,Shareholders Equity,Currency,INR,657494.33333
Steel Authority of India Ltd,Year,2027,MKTBLSEC,Cash & Mktbl. Sec.,Currency,INR,89325.66667
Steel Authority of India Ltd,Year,2027,BVPS,Book Value Per Share,Currency,INR,162.03667
Steel Authority of India Ltd,Year,2027,TOTDEBT,Total Debt,Currency,INR,363389.0
Steel Authority of India Ltd,Year,2027,TA,Total Assets,Currency,INR,1577350.66667
Steel Authority of India Ltd,Year,2027,EBIT,EARNINGS BEFORE INTEREST AND TAXES,Currency,INR,61532.06567
Steel Authority of India Ltd,Year,2027,EV,Enterprise Value,Currency,INR,774096.855
Steel Authority of India Ltd,Year,2027,EBITDA,Earnings Before Interest Taxes and Depreciation & Amortization,Currency,INR,122066.356
Steel Authority of India Ltd,Year,2027,ROE,Return On Equity,Percentage,,7.488
Steel Authority of India Ltd,Year,2027,EPS,Earnings Per Share,Currency,INR,8.73033
Steel Authority of India Ltd,Year,2027,NAVPS,NAV per Share,Currency,INR,169.4
Steel Authority of India Ltd,Year,2027,TOTALLIAB,Total Liabilities ,Currency,INR,1117856.0
Steel Authority of India Ltd,Year,2027,TCOMPRATIO,Total Compensation Expense,Currency,INR,118050.0
Steel Authority of India Ltd,Year,2027,CFFINANCE,Cash Flow from Financing,Currency,INR,52500.0
Steel Authority of India Ltd,Year,2027,CFINVEST,Cash Flow from Investing,Currency,INR,-149500.0
Steel Authority of India Ltd,Year,2027,REV,Sales,Currency,INR,1190821.5365
Steel Authority of India Ltd,Year,2027,CAPEX,Capital Expenditures,Currency,INR,116300.0
Steel Authority of India Ltd,Year,2027,COGS,Cost of Goods sold,Currency,INR,502000.0
Steel Authority of India Ltd,Year,2027,ROIC,Return on Invested Capital,Percentage,,6.4
Steel Authority of India Ltd,Year,2027,DEPREC,Depreciation,Currency,INR,61200.0
Steel Authority of India Ltd,Year,2027,INVENTORY,Inventory,Currency,INR,310950.0
Steel Authority of India Ltd,Year,2027,ROC,Return on Capital,Percentage,,5.4
Steel Authority of India Ltd,Year,2027,FCFPS,Free Cash Flow Per Share,Currency,INR,12.9
Steel Authority of India Ltd,Year,2027,NPROFITREP,Reported Net Profit,Currency,INR,39154.5
Steel Authority of India Ltd,Year,2027,DEPAMORT,Depreciation & Amortization,Currency,INR,58187.0
Steel Authority of India Ltd,Year,2027,FCF,Free Cash Flow,Currency,INR,46820.5
Steel Authority of India Ltd,Year,2027,INCTAX,Income Taxes Paid,Currency,INR,8569.0
Steel Authority of India Ltd,Year,2027,NOSHAREOUT,Number of Shares Outstanding,Shares,,4131.0
Steel Authority of India Ltd,Year,2027,CFOPERAT,Cash Flow from Operations,Currency,INR,126080.33333
