"Ticker","Name","Period","ITEM","COA","Value_","Desc_","Unit","IsCurrency","Consolidated"
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,561,LTTD,0.0,Total Long Term Debt, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,562,STLD,0.0,Total Debt, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,571,LOLB,428057.254,Other Liabilities, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,572,SLTL,428057.254,"Other Liabilities, Total", ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,573,LTLL,3833902.488,Total Liabilities, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,582,QCMS,10014.655,Common Stock, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,584,SCMS,10014.655,"Common Stock, Total", ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,585,QPIC,1.514,Additional Paid-In Capital, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,586,QRED,135900.119,Retained Earnings (Accumulated Deficit), ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,589,QUGL,3169.318,Unrealized Gain (Loss), ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,595,QTLE,149085.606,Total Equity, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,596,QTEL,3982988.094,Total Liabilities & Shareholders' Equity, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,597,QCSO1,1001.46547,Shares Outs - Common Stock Primary Issue, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,601,QTCO,1001.46547,Total Common Shares Outstanding, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,602,QTSN1,0.0,Treas Shares - Common Stock Prmry Issue, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,619,METL,23893.0,Employees, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,621,MNOS,335114.0,Number of Common Shareholders, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,632,VRUZ,3889230.0,Assets under Management, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,637,STBV,149085.606,Tangible Book Value, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,638,STBP,148.86745,Tangible Book Value per Share, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,691,VAPD,13108.964,Pension Obligation - Domestic, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,694,VPAD,13335.125,Plan Assets - Domestic, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,697,VPPD,226.161,Funded Status - Domestic, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,704,VFSS,226.161,Total Funded Status, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,708,VERD,7.16,Expected Rate of Return - Domestic, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,711,VRCD,10.0,Compensation Rate - Domestic, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,733,VADE,11.094,Equity % - Domestic, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,736,VDSD,34.80232,Debt Securities % - Domestic, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,745,VXID,54.10369,Other Investments % - Domestic, ,0,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,749,STPO,13108.964,Total Plan Obligations, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,750,STPA,13335.125,Total Plan Assets, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,759,MIEV,582600.0,Embedded Value, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,851,OCRC,811305.062,Cash Receipts,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,853,SCTP,-24366.25,Cash Taxes Paid,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,862,OPBA,-30461.754,Payable/Accrued,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,866,OOCF,-32798.055,Other Operating Cash Flow,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,867,OINV,-5939.208,"Investment Securities, Gains/Losses",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,873,OBEN,-422605.931,Policy Benefits/Liabilities,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,877,OREP,-3915.233,Reinsurance Payable,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,880,SOCF,-495720.181,Changes in Working Capital,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,881,OTLO,291218.631,Cash from Operating Activities,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,882,ICEX,-1143.896,Purchase of Fixed Assets,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,885,SCEX,-1143.896,Capital Expenditures,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,888,ISFA,1.91,Sale of Fixed Assets,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,889,IINS,2223996.63,Sale/Maturity of Investment,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,890,IIVN,12698.666,"Investment, Net",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,891,IINP,-2697054.885,Purchase of Investments,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,898,IPOL,-837.036,Policy Loans,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,899,IICF,150125.288,Other Investing Cash Flow,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,900,SICF,-311069.427,"Other Investing Cash Flow Items, Total",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,901,ITLI,-312213.323,Cash from Investing Activities,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,907,FDPC,-2703.748,Cash Dividends Paid - Common,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,909,FCDP,-2703.748,Total Cash Dividends Paid,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,912,FCSN,430.51,"Common Stock, Net",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,921,FPSS,430.51,"Issuance (Retirement) of Stock, Net",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,922,FSDI,0.0,Short Term Debt Issued,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,923,FSDR,0.0,Short Term Debt Reduction,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,924,FSDN,0.0,"Short Term Debt, Net",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,930,FPRD,0.0,"Issuance (Retirement) of Debt, Net",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,931,FTLF,-2273.238,Cash from Financing Activities,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,933,SNCC,-23267.93,Net Change in Cash,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,934,SNCB,89225.664,Net Cash - Beginning Balance,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,935,SNCE,65957.735,Net Cash - Ending Balance,M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,999,SNIN,409.707,"Interest Inc.(Exp.),Net-Non-Op., Total",M,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,1056,QTLL,149085.606,Total Equity & Minority Interest, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,1061,VPPN,5569.593,Other Property/Plant/Equipment - Net, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,1115,VNMS,1430649.156,Non-Current Marketable Securities Suppl, ,1,1
SBILIFE,Sbi Life Insurance Company Ltd,2024-03-31 00:00:00.000,1140,SCWC,-462922.126,Net Changes in Working Capital,M,1,1
