"Name","Type_","Period_","Measure_Code","Measure_Desc","UnitType","Curr","Value_"
Caplin Point Laboratories Ltd,Year,2027,EBITDA,Earnings Before Interest Taxes and Depreciation & Amortization,Currency,INR,8456.0
Caplin Point Laboratories Ltd,Year,2027,NPROFITREP,Reported Net Profit,Currency,INR,6873.0
Caplin Point Laboratories Ltd,Year,2027,CFFINANCE,Cash Flow from Financing,Currency,INR,-5456.0
Caplin Point Laboratories Ltd,Year,2027,CFINVEST,Cash Flow from Investing,Currency,INR,-124.0
Caplin Point Laboratories Ltd,Year,2027,CFOPERAT,Cash Flow from Operations,Currency,INR,5035.0
Caplin Point Laboratories Ltd,Year,2027,COGS,Cost of Goods sold,Currency,INR,11123.0
Caplin Point Laboratories Ltd,Year,2027,DEPREC,Depreciation,Currency,INR,756.0
Caplin Point Laboratories Ltd,Year,2027,FCF,Free Cash Flow,Currency,INR,4911.0
Caplin Point Laboratories Ltd,Year,2027,GROSSINC,Gross Income,Currency,INR,14148.0
Caplin Point Laboratories Ltd,Year,2027,INCTAX,Income Taxes Paid,Currency,INR,1718.0
Caplin Point Laboratories Ltd,Year,2027,NOSHAREOUT,Number of Shares Outstanding,Shares,,75.9
